strain	row_ID	col_ID	OD	limit_check	format_check	target_OD	transfer_volume_required	transfer_max_volume_check	correction_factor_volume	transfer_volume	sum_of_volumes	total_volume_check	total_volume_correction_factor	mimimum_transfer_volume_check	total_volume_fail	mimimum_transfer_volume_fail	format_fail	limit_fail	transfer_volume_fail	correction_factor_combined	error_type
donor	H	3	0.1605	TRUE	TRUE	0.1	186.91588785046727	FALSE	0.4468333333333332	83.52024922118376	433.52024922118375	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.45	transfer_volume_fail
donor	H	4	0.17709999999999998	TRUE	TRUE	0.1	169.39582156973464	FALSE	0.31383333333333335	53.16205533596839	403.1620553359684	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.31	transfer_volume_fail
donor	H	5	0.1905	TRUE	TRUE	0.1	157.48031496062993	FALSE	0.2368333333333333	37.29658792650918	387.2965879265092	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.24	transfer_volume_fail
donor	H	6	0.1921	TRUE	TRUE	0.1	156.16866215512755	FALSE	0.1493333333333332	23.32118688183236	373.3211868818324	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.15	limit_fail
donor	H	7	0.1945	TRUE	TRUE	0.1	154.24164524421593	FALSE	0.07466666666666655	11.516709511568104	361.5167095115681	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.07	limit_fail
donor	H	8	0.1929	TRUE	TRUE	0.1	155.52099533437016	FALSE	0.034999999999999885	5.4432348367029375	355.4432348367029	TRUE	1	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	0.03	limit_fail
donor	H	9	0.1988	TRUE	TRUE	0.1	150.90543259557344	FALSE	0.010499999999999976	1.5845070422535177	351.5845070422535	TRUE	1	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	0.01	limit_fail
donor	H	10	0.1696	TRUE	TRUE	0.1	176.88679245283018	FALSE	0.09566666666666655	16.922169811320735	366.9221698113207	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.1	limit_fail
donor	H	11	0.1908	TRUE	TRUE	0	0	TRUE	1	0	0	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	correct
donor	H	12	0.238	TRUE	TRUE	0	0	TRUE	1	0	0	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	correct
receiver	A	1	1.0358	TRUE	TRUE	0.1	28.96312029349295	TRUE	1	28.96312029349295	217.7611064483073	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	correct
receiver	A	2	0.0691	TRUE	TRUE	0.1	434.15340086830685	FALSE	0.8061666666666666	350	470.2635504724018	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.81	transfer_volume_fail
receiver	A	3	0.0376	TRUE	TRUE	0.1	797.8723404255319	FALSE	0.4386666666666667	350	427.09431751611015	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.44	transfer_volume_fail
receiver	A	4	0.025	TRUE	TRUE	0.1	1200	FALSE	0.2916666666666667	350	399.6031746031746	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.29	transfer_volume_fail
receiver	A	5	0.01459999999999999	FALSE	TRUE	0.1	2054.794520547947	FALSE	0.1703333333333332	350	376.9372693726937	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.17	limit_fail
receiver	A	6	0.01009999999999999	FALSE	TRUE	0.1	2970.2970297029733	FALSE	0.11783333333333322	350	366.79334916864605	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.12	limit_fail
receiver	A	7	0.00149999999999999	FALSE	TRUE	0.1	20000.00000000013	FALSE	0.017499999999999884	349.99999999999994	352.6002971768201	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0.02	limit_fail
receiver	A	8	0.00189999999999999	FALSE	TRUE	0.1	15789.473684210609	FALSE	0.02216666666666655	350	352.88628472222223	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0.02	limit_fail
receiver	A	9	-1.0000000000000286e-4	FALSE	TRUE	0.1	-299999.9999999914	TRUE	1	-299999.9999999914	-299839.4863563317	TRUE	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	1	limit_fail
receiver	A	10	-0.00119999999999999	FALSE	TRUE	0.1	-25000.00000000021	TRUE	1	-25000.00000000021	-24702.380952381165	TRUE	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	1	limit_fail
receiver	A	11	1.0283	TRUE	TRUE	0	0	TRUE	1	0	206.89655172413794	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	correct
receiver	A	12	0.976	TRUE	TRUE	0	0	TRUE	1	0	218.8183807439825	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	correct
receiver	B	1	0.8016	TRUE	TRUE	0.1	37.4251497005988	TRUE	1	37.4251497005988	260.4734768381453	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	correct
receiver	B	2	0.0978	TRUE	TRUE	0.1	306.7484662576687	TRUE	1	306.7484662576687	469.6149157690694	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	correct
receiver	B	3	0.0472	TRUE	TRUE	0.1	635.5932203389831	FALSE	0.5506666666666666	350	444.8879954049397	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.55	transfer_volume_fail
receiver	B	4	0.02819999999999999	TRUE	TRUE	0.1	1063.829787234043	FALSE	0.3289999999999999	350	405.76271186440675	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.33	transfer_volume_fail
receiver	B	5	0.01829999999999999	FALSE	TRUE	0.1	1639.344262295083	FALSE	0.21349999999999988	350	388.1932021466905	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.21	limit_fail
receiver	B	6	0.00779999999999999	FALSE	TRUE	0.1	3846.153846153851	FALSE	0.09099999999999989	350	362.19294327824923	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.09	limit_fail
receiver	B	7	0.00549999999999999	FALSE	TRUE	0.1	5454.545454545464	FALSE	0.06416666666666655	350	359.82142857142856	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0.06	limit_fail
receiver	B	8	5.999999999999964e-4	FALSE	TRUE	0.1	50000.000000000306	FALSE	0.006999999999999958	350	351.0584677419355	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0.01	limit_fail
receiver	B	9	8.99999999999998e-4	FALSE	TRUE	0.1	33333.33333333341	FALSE	0.010499999999999976	350	351.67020148462353	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0.01	limit_fail
receiver	B	10	7.999999999999952e-4	FALSE	TRUE	0.1	37500.000000000226	FALSE	0.009333333333333277	350	351.41342756183747	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0.01	limit_fail
receiver	B	11	0.8478	TRUE	TRUE	0	0	TRUE	1	0	156.41293013555787	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	correct
receiver	B	12	0.9796	TRUE	TRUE	0	0	TRUE	1	0	163.1321370309951	TRUE	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1	correct
